ref,distance,network,components,color,operator
3016,38.98,rcn,1
4022,27.79,rcn,1
6025,39.88,rcn,1
6025A,6.63,1,rcn
6026,21.09,1,rcn
6027,23.37,1,rcn
6028,15.23
6029,42.34
6030,0.95
6031,6.15
6032,9.27
6033,23.03
6034,1.31
6036,5.82
6041,26.33
6044,13.70
6051,2.47
6052,10.11
