id,ref,num_comps
D1,D1
D2,D2
D3,D3
D5,D5
D8,D8
D11,D11
D47,D47,0
R1,R1
R3,R3
R4,R4
R6,R6
R7,R7
R10,R10
R11,R11
R35,R35
R43,R43
R46,R46
R48,R48
R49,R49
R52,R52
R55,R55
R56,R56
R63,R63
